Customer,Year,Date,QC_Number,Customer Complaint,DTC,Failure Analysis,Warranty Decision,Supplier,Mileage,Partnumber,Family
Ashok Leyland,2024,2024-03-16 0:00:00,QC-2024-1818,ENGINE CHECK LAMP ON,"P0455, P0641, P3096, U0301",Connector damage,Production Failure,Valeo,10120KM,8459.067.312,HV 14.5.38
TATA,2021,2021-05-25 0:00:00,QC-2021-2273,POOR PICK UP,"U0100, P3261, P1559, P2243, P3093",Track burnt due to EOS,According to Specification,,11770KM,5612.748.093,JR 19.6.84
TATA,2019,2019-01-14 0:00:00,QC-2019-5833,QC: EVCU-VEHICLE NOT CHARGING,"P3096, P1D3D, U0401, P0600, P060F",ASIC CJ327 failure due to EOS,Production Failure,STM,8457KM,5612.748.093,BX 42.3.17
Toyota,2021,2021-04-22 0:00:00,QC-2021-1356,"STOP IN RUNNING-P0504 00, P0087 84,","P0455, U0322, U0206, P2295",NTF,Customer Failure,STM,10120KM,4382.510.967,NZ 21.8.44
Kia,2019,2019-10-25 0:00:00,QC-2019-4644,"OBD LIGHT ON-P060T, P0049","P0651, P060A",controller failure due to supplier production failure,According to Specification,Bosch,10120KM,8459.067.312,AE 48.7.13
Honda,2022,2022-08-20 0:00:00,QC-2022-1155,OBD LIGHT ON,"P0455, P1604, P3096",controller failure due to supplier production failure,According to Specification,,12843KM,3271.584.960,PG 33.6.59
Hyundai,2024,2024-07-10 0:00:00,QC-2024-7404,"STARTING PROBLEM-P0641 00, P0641 16","U0114, P1658, P1387, U102B, U0469",Connector damage,Production Failure,Bosch,18324KM,5938.761.204,PG 33.6.59
Toyota,2020,2020-06-16 0:00:00,QC-2020-2054,D41 Diode faulty,"P0301, P0607, P0600, P163E",controller failure due to supplier production failure,According to Specification,Valeo,37390KM,3271.584.960,NZ 21.8.44
Ashok Leyland,2024,2024-08-31 0:00:00,QC-2024-1051,OBD LIGHT ON,"P0455, P0651, P1D3E",Track burnt due to EOS,According to Specification,Hanon,2764KM,8795.234.106,BX 42.3.17
Honda,2021,2021-06-17 0:00:00,QC-2021-3040,Engine does not start,"P06D2, U103E, U0305, U0416",Track burnt due to EOS,Customer Failure,Valeo,37661KM,7016.423.895,PG 33.6.59
Hyundai,2019,2019-02-11 0:00:00,QC-2019-2598,PCB broken,"P060D, P1640, P1D4A, P211F, P3325",controller failure due to supplier production failure,According to Specification,Bosch,17315KM,4521.673.841,NZ 21.8.44
Honda,2021,2021-02-08 0:00:00,QC-2021-1006,cannot turn backup alarm and lamp off,"U0411, U0404, P06D1, U0402, P0605",ASIC CJ327 failure due to EOS,According to Specification,STM,86471KM,2784.913.650,YC 72.4.61
Honda,2020,2020-03-08 0:00:00,QC-2020-3317,Cannot start engine,"U100A, U041E, U0402, P060A",Track burnt due to EOS,Customer Failure,Valeo,54935KM,1293.847.562,KF 28.4.63
TATA,2024,2024-11-17 0:00:00,QC-2024-5495,Cannot stop wiper and head lamps,"U103E, P1932",NTF,Production Failure,Delphi,59029KM,7834.156.920,PG 33.6.59
TATA,2020,2020-11-15 0:00:00,QC-2020-8804,SAM warning lamp illuminated on FEB91,"P06F9, U0301, P3094, P0560",Sensor short due to moisture,According to Specification,Delphi,59029KM,4521.673.841,QW 56.2.90
Hyundai,2019,2019-08-18 0:00:00,QC-2019-6424,Key lock cannot be done,"U0202, P2247",NTF,Customer Failure,Valeo,12843KM,2784.913.650,AE 48.7.13
Hyundai,2023,2023-10-13 0:00:00,QC-2023-3203,Cannot stop backup alarm and lamp,"P1D42, U0401, U101D, U0428",controller failure due to supplier production failure,Production Failure,Valeo,9065KM,4521.673.841,QW 56.2.90
Hyundai,2023,2023-08-09 0:00:00,QC-2023-2903,VEHICLE JERKING,"P06F9, P1610, P1640",Track burnt due to EOS,Production Failure,Hanon,37661KM,8795.234.106,CF 26.8.47
M&M,2021,2021-01-12 0:00:00,QC-2021-4032,CHECK ENGINE LIGHT ON,"U0100, P1387, P061C",Connector damage,According to Specification,Delphi,10120KM,3271.584.960,SL 67.9.25
Ashok Leyland,2024,2024-08-01 0:00:00,QC-2024-7513,,"P061C, P1D41, P0560, P1D3C, P2247",Track burnt due to EOS,Customer Failure,Valeo,12843KM,9241.653.870,SL 67.9.25
Honda,2022,2022-10-30 0:00:00,QC-2022-5929,POOR PICKUP,"P06A3, P106A, U0100, U0401",Connector damage,According to Specification,,12934KM,7689.145.203,AE 48.7.13
Honda,2023,2023-11-13 0:00:00,QC-2023-7747,STARTING PROBLEM,"P1D3D, U0201, P060F, P3093, P1682",NTF,Customer Failure,STM,32893KM,2163.879.045,WK 83.2.50
Toyota,2023,2023-11-25 0:00:00,QC-2023-7759,CHECK LIGHT AND SCR FAULT ISSUE.,"U0429, P205B",NTF,Production Failure,Bosch,86471KM,7689.145.203,QW 56.2.90
Honda,2019,2019-08-01 0:00:00,QC-2019-9950,STARTING TROUBLEWE,"P0616, P160A, U0419, U0199",NTF,Customer Failure,Valeo,670KM,1293.847.562,NZ 21.8.44
TATA,2023,2023-01-10 0:00:00,QC-2023-2060,STARTING PROBLEM AND CEL LAMP BLINKING,"P0455, U10F1, P3088, U1123, P0600",ASIC CJ327 failure due to EOS,According to Specification,,32893KM,8795.234.106,CF 26.8.47
Kia,2024,2024-08-30 0:00:00,QC-2024-7779,STARTING PROBLEM,"P0455, P1D4A, U0106",ASIC CJ327 failure due to EOS,Customer Failure,Bosch,46784KM,8795.234.106,WK 83.2.50
M&M,2019,2019-01-05 0:00:00,QC-2019-6690,STARTING PROBLEM P24A4-85 P24A4-00P262B-,"P224B, P1610, U0111, P20EE, P047F",controller failure due to supplier production failure,Customer Failure,Delphi,59029KM,1647.098.753,SL 67.9.25
Ashok Leyland,2022,2022-03-09 0:00:00,QC-2022-8941,CLUSTER TEMPERATURESIMPLE WAS BLINKING,"P1D44, P052F, P160A",Connector damage,According to Specification,Valeo,10120KM,2784.913.650,BX 42.3.17
Toyota,2019,2019-12-06 0:00:00,QC-2019-2078,DTC P0217-4B ENGINE COOLANT OVERTEMPERAT,"P0455, P0651",NTF,According to Specification,Delphi,9065KM,6103.825.479,AE 48.7.13
Honda,2021,2021-12-02 0:00:00,QC-2021-3079,POOR PICKUP,"P06A3, P210B, P1388, P0122",Sensor short due to moisture,Production Failure,Bosch,40337KM,3271.584.960,YC 72.4.61
Toyota,2024,2024-03-25 0:00:00,QC-2024-3726,STARTING ISSUE,"U0212, P068B, U100F, U1006, U0407",NTF,According to Specification,Hanon,12725KM,9067.342.185,WK 83.2.50
TATA,2021,2021-04-17 0:00:00,QC-2021-2323,VEHICLE NOT RACE,"P06A3, P2247, P0605",Track burnt due to EOS,Production Failure,STM,16528KM,2163.879.045,PG 33.6.59
Honda,2019,2019-05-04 0:00:00,QC-2019-8728,STARTING TROUBLEBD-,"P060A, U0146",NTF,Production Failure,Hanon,151KM,9067.342.185,SL 67.9.25
Honda,2019,2019-01-18 0:00:00,QC-2019-8701,MIL LIGHT ONCATCON CCC TEMPERATURE HIGHE,"U0428, P305C",Connector damage,Production Failure,Valeo,18324KM,3847.291.506,BX 42.3.17
M&M,2024,2024-12-19 0:00:00,QC-2024-2775,STARTING ISSUETOTAL UP DOWN KM IS 190/-,"U0424, U0111, P1D3E, P3098, P060F",ASIC CJ327 failure due to EOS,Customer Failure,Delphi,37390KM,2784.913.650,JR 19.6.84
Honda,2023,2023-02-03 0:00:00,QC-2023-9390,WARNING LIGHT GLOWING,"U0100, U0115",Track burnt due to EOS,According to Specification,Delphi,433KM,9241.653.870,PG 33.6.59
Kia,2021,2021-01-29 0:00:00,QC-2021-9863,MIL LAMP GLOWING,"P11D7, U0499, U010C, P0024, P12D8",NTF,According to Specification,Bosch,37390KM,9241.653.870,SL 67.9.25
M&M,2019,2019-06-19 0:00:00,QC-2019-4733,WARNING LIGHT GLOWING,"U0028, P06C9, P31B6, P31A5",controller failure due to supplier production failure,Customer Failure,STM,10120KM,1647.098.753,YC 72.4.61
Toyota,2023,2023-05-03 0:00:00,QC-2023-8572,WARNING LIGHT GLOWING,"P0021, P1D3E, P0343, P0670, P06D2",ASIC CJ327 failure due to EOS,According to Specification,Bosch,19835KM,9067.342.185,WK 83.2.50
Hyundai,2021,2021-03-27 0:00:00,QC-2021-4865,MIL LIGHT GLOWING,"P0455, P12D4, P2316, U1006",controller failure due to supplier production failure,According to Specification,Valeo,433KM,1293.847.562,BX 42.3.17
Honda,2021,2021-09-04 0:00:00,QC-2021-2674,ENGINE JERKING,"U0100, U0038, U0417",NTF,According to Specification,Valeo,37661KM,2163.879.045,AE 48.7.13
Toyota,2023,2023-11-29 0:00:00,QC-2023-1081,PIN DAMAGE AND MATERIAL DEPOSIT,"P1602, P3098, U0428, P1D3E, U10C2",NTF,According to Specification,Bosch,40337KM,5938.761.204,CF 26.8.47
Hyundai,2021,2021-05-11 0:00:00,QC-2021-6794,STARTING TROUBLE,"U0100, P0611, P1D42, U1121, U0452",ASIC CJ327 failure due to EOS,Customer Failure,Hanon,17002KM,3847.291.506,NZ 21.8.44
Toyota,2023,2023-01-01 0:00:00,QC-2023-9388,STARTING TROUBLE,"P1682, P1D3E",NTF,Customer Failure,,574KM,9241.653.870,AE 48.7.13
Toyota,2021,2021-02-05 0:00:00,QC-2021-5615,MI LIGHT BLINKING,"P20FF, U02A3",NTF,Production Failure,Delphi,17002KM,5612.748.093,SL 67.9.25
M&M,2024,2024-07-31 0:00:00,QC-2024-9923,ECU FAULTY,"P0301, P06D1, P1610",Sensor short due to moisture,Production Failure,Valeo,90KM,1293.847.562,QW 56.2.90
Honda,2023,2023-08-20 0:00:00,QC-2023-9687,CAN BUS OPEN,"P06D1, P1D3B",Track burnt due to EOS,Production Failure,STM,12843KM,7689.145.203,AE 48.7.13
Toyota,2020,2020-08-25 0:00:00,QC-2020-3260,,"U0100, U0198, U103E, U0419, U1040",NTF,Production Failure,Delphi,37390KM,1647.098.753,TR 15.7.82
Toyota,2022,2022-01-12 0:00:00,QC-2022-4252,Lamp on (P2127),"P0301, U0100, P3095",Connector damage,According to Specification,Valeo,2047KM,6103.825.479,WK 83.2.50
TATA,2021,2021-06-29 0:00:00,QC-2021-7040,POOR PICK UP MIL LMAP GLOWS,"U0413, P11D9",controller failure due to supplier production failure,Production Failure,Delphi,26439KM,5612.748.093,QW 56.2.90
TATA,2024,2024-10-14 0:00:00,QC-2024-6811,"STARTING PROBLEM P0038,P0615","U0121, P060F",NTF,Production Failure,Hanon,37661KM,8459.067.312,WK 83.2.50
Ashok Leyland,2020,2020-12-28 0:00:00,QC-2020-3436,STARTING PROBLEM,"U1122, U100F, U0128, U0111, P1D3E",Sensor short due to moisture,According to Specification,Valeo,8457KM,7016.423.895,HV 14.5.38
Honda,2024,2024-09-13 0:00:00,QC-2024-4135,STARTING PROBLEM,"P0651, P0605, P3051, U0322",ASIC CJ327 failure due to EOS,According to Specification,Hanon,8457KM,2784.913.650,BX 42.3.17
TATA,2019,2019-09-17 0:00:00,QC-2019-2512,STARTING PROBLEM AND POOR PICKUP,"P2101, P151B, U0112, U0166, P160A",ASIC CJ327 failure due to EOS,According to Specification,Delphi,27952KM,5612.748.093,QW 56.2.90
Hyundai,2022,2022-03-05 0:00:00,QC-2022-5469,POOR ACCELERATION AND CEL ON P3016,"P163E, P3095, P1D3D, P0651",ASIC CJ327 failure due to EOS,According to Specification,,18324KM,1647.098.753,QW 56.2.90
Ashok Leyland,2021,2021-11-26 0:00:00,QC-2021-1225,STARTING PROBLEM.,"U0212, U0199, P1640, U010D",Connector damage,Customer Failure,Valeo,12843KM,7689.145.203,WK 83.2.50
Ashok Leyland,2023,2023-08-08 0:00:00,QC-2023-7853,STARTING PROBLEM.,"U0100, P0455, U0140",Sensor short due to moisture,According to Specification,Valeo,19835KM,6103.825.479,PG 33.6.59
Hyundai,2023,2023-05-19 0:00:00,QC-2023-3312,MIL GLOWING,"P12B3, U0414",ASIC CJ327 failure due to EOS,Customer Failure,STM,32893KM,7016.423.895,SL 67.9.25
Ashok Leyland,2021,2021-09-14 0:00:00,QC-2021-7252,MIL GLOWING,"P1939, P263E, U0166, P060A, U0100",Sensor short due to moisture,Customer Failure,Delphi,5397KM,9241.653.870,NZ 21.8.44
Kia,2023,2023-08-16 0:00:00,QC-2023-7770,"1CAN OPENED ERROR OCCURED, 2 ENGINE NOT","P0301, P061C",ASIC CJ327 failure due to EOS,Production Failure,Valeo,90KM,6508.317.492,BX 42.3.17
TATA,2022,2022-07-08 0:00:00,QC-2022-8426,Starting Problem,"U1122, P0606, U0166, U0164, U10C2",Sensor short due to moisture,Customer Failure,Valeo,37661KM,4521.673.841,TR 15.7.82
Hyundai,2019,2019-02-20 0:00:00,QC-2019-4856,"POOR PICK UP AND ACTIVE CODE P0202,","P0600, P1204, P1195, P268C, P0205",Track burnt due to EOS,Production Failure,Hanon,33238KM,8459.067.312,ME 17.9.71
Ashok Leyland,2024,2024-05-11 0:00:00,QC-2024-9178,"POOR PICK UP AND ACTIVE CODE P0202,","P060A, P0274, P2299, P1020, P1D3D",controller failure due to supplier production failure,Production Failure,Delphi,17002KM,7689.145.203,WK 83.2.50
Toyota,2023,2023-01-20 0:00:00,QC-2023-9070,"POOR PICK UP AND ACTIVE CODE P0202,","P211C, P2119, P268C, P0210, P0203",Connector damage,According to Specification,,2764KM,6103.825.479,AE 48.7.13
Honda,2021,2021-07-14 0:00:00,QC-2021-7759,"POOR PICK UP AND ACTIVE CODE P0202,","P0455, P1D49",Track burnt due to EOS,Production Failure,STM,8457KM,7016.423.895,JR 19.6.84
Kia,2020,2020-04-11 0:00:00,QC-2020-3271,"DTCs P11D1, P11D2","P1D3E, P060F",Track burnt due to EOS,Production Failure,Bosch,10098KM,6103.825.479,HV 14.5.38
Ashok Leyland,2022,2022-03-21 0:00:00,QC-2022-3029,ECU- AC CONTINUOUS WORKING,"P1603, P3094, P1387",controller failure due to supplier production failure,Production Failure,Bosch,8457KM,3271.584.960,HV 14.5.38
Hyundai,2024,2024-12-25 0:00:00,QC-2024-5166,Initial settings cannot be made,"P3097, U1121",ASIC CJ327 failure due to EOS,Customer Failure,Valeo,12843KM,3847.291.506,NZ 21.8.44
M&M,2022,2022-02-15 0:00:00,QC-2022-6267,"STARTING PROBLEM-P2147, P0545","U019B, P0606, P3046",Sensor short due to moisture,According to Specification,,17002KM,5612.748.093,SL 67.9.25
M&M,2019,2019-12-07 0:00:00,QC-2019-7876,OBD LIGHT ON,"P1386, P0560, P2247, P06B0, U0401",Track burnt due to EOS,Production Failure,Hanon,433KM,7834.156.920,HV 14.5.38
Hyundai,2019,2019-12-07 0:00:00,QC-2019-7029,STARTING PROBLEM-P0616 11,"U0416, U0114, P0563",Connector damage,Production Failure,Bosch,10120KM,6508.317.492,ME 17.9.71
Kia,2024,2024-12-24 0:00:00,QC-2024-7535,STARTING PROBLEM,"U0447, P061C, P0617, P1388, U0159",NTF,According to Specification,STM,62291KM,1293.847.562,CF 26.8.47
Ashok Leyland,2024,2024-05-06 0:00:00,QC-2024-5215,"OBD LIGHT ON-P0488 00, P0488 19","U0100, P3093",controller failure due to supplier production failure,Customer Failure,STM,2047KM,1647.098.753,SL 67.9.25
Toyota,2019,2019-07-28 0:00:00,QC-2019-9787,POOR PICK UP,"P1559, P3037, U140A",Sensor short due to moisture,Customer Failure,Valeo,5743KM,8795.234.106,CF 26.8.47
Honda,2022,2022-12-31 0:00:00,QC-2022-3953,POOR PICK UP,"P060F, P3098, P2122, P160A",Sensor short due to moisture,According to Specification,Bosch,27952KM,2163.879.045,DM 39.1.76
M&M,2024,2024-05-24 0:00:00,QC-2024-7089,STARTING PROBLEM,"P1386, U0417, P1658, U0464",Sensor short due to moisture,Production Failure,Delphi,26439KM,6508.317.492,PG 33.6.59
Ashok Leyland,2021,2021-09-16 0:00:00,QC-2021-2105,UREA MIL ON IN CLUSTER,"U0442, U0401, P1032, P1387, P048C",controller failure due to supplier production failure,Production Failure,,5743KM,3271.584.960,BX 42.3.17
Toyota,2020,2020-04-01 0:00:00,QC-2020-3532,UREA WARNING ON IN CLUSTER,"P0455, P246F, P203D, U140D, P2224",Connector damage,Production Failure,Valeo,67219KM,6508.317.492,TR 15.7.82
M&M,2020,2020-10-23 0:00:00,QC-2020-5835,CHECK UREA WARNING IN CLUSTER,"P0455, U0100, P2BAD",Connector damage,Customer Failure,Hanon,12934KM,1293.847.562,JR 19.6.84
Honda,2021,2021-01-20 0:00:00,QC-2021-4536,CHECK UREA WARNING IN CLUSTER,"P20F5, U1741, P242B",ASIC CJ327 failure due to EOS,According to Specification,Hanon,37661KM,4382.510.967,CF 26.8.47
Toyota,2024,2024-09-13 0:00:00,QC-2024-4039,UREA WARNING IN CLUSTER,"P1035, P0605",Track burnt due to EOS,According to Specification,,27952KM,5938.761.204,AE 48.7.13
Hyundai,2024,2024-04-04 0:00:00,QC-2024-5281,DCU ISSUE,"U1006, U0132",NTF,According to Specification,STM,54935KM,9067.342.185,QW 56.2.90
Kia,2021,2021-07-26 0:00:00,QC-2021-3199,DCU ISSUE,"P0301, P1D49, P0651, P0641",Sensor short due to moisture,Customer Failure,,32893KM,8459.067.312,JR 19.6.84
Hyundai,2019,2019-02-17 0:00:00,QC-2019-7312,Vehicle not Starting,"P160A, U0413, P060A, U040D",NTF,Customer Failure,Bosch,11770KM,8459.067.312,JR 19.6.84
TATA,2023,2023-04-28 0:00:00,QC-2023-4301,VEHICLE NOT STARTING,"P068A, P0697, P1602, U0212",ASIC CJ327 failure due to EOS,Production Failure,Bosch,27952KM,8459.067.312,DM 39.1.76
Hyundai,2022,2022-08-17 0:00:00,QC-2022-7687,VEHICLE NOT STARTING,"U0200, U0131",ASIC CJ327 failure due to EOS,Customer Failure,Delphi,32893KM,5938.761.204,SL 67.9.25
M&M,2020,2020-02-25 0:00:00,QC-2020-9938,WARNING LIGHT GLOWING,"P0455, P1649, P06C2, P1D44, P11D2",Connector damage,Production Failure,Bosch,12843KM,8459.067.312,BX 42.3.17
Kia,2022,2022-05-19 0:00:00,QC-2022-4235,GENERAL LIGHT ON,"P0301, U140A, P1D3B",controller failure due to supplier production failure,Production Failure,STM,670KM,8459.067.312,AE 48.7.13
Toyota,2024,2024-08-12 0:00:00,QC-2024-3792,BATTERY LIGHT SHOWING IN CLUSTER METER,"U0115, P0697, P1686, P1D3E, U0442",ASIC CJ327 failure due to EOS,According to Specification,STM,670KM,4382.510.967,WK 83.2.50
Kia,2022,2022-01-08 0:00:00,QC-2022-5432,WARNING LIGHT GLOWING,"P0684, P0016, P11CD, U0412, P06B0",NTF,Production Failure,,5743KM,5612.748.093,AE 48.7.13
Toyota,2021,2021-09-16 0:00:00,QC-2021-8001,MIL LIGHT GLOWING AND POOR ACCELERATION,"U0100, P12B8",controller failure due to supplier production failure,According to Specification,STM,15214KM,9241.653.870,PG 33.6.59
Toyota,2022,2022-04-08 0:00:00,QC-2022-8246,STEREO NOT WORKING,"P3092, P3325, P1603, P060F, P3093",ASIC CJ327 failure due to EOS,Customer Failure,,26439KM,2784.913.650,PG 33.6.59
Honda,2024,2024-02-22 0:00:00,QC-2024-9438,VEHICLE NOT STARTING,"U0112, U0166",NTF,Production Failure,Bosch,2047KM,9241.653.870,BX 42.3.17
TATA,2019,2019-12-07 0:00:00,QC-2019-4279,REFLASHING GOT FAILED,"P2243, P06B0, P052F, P3092, P3094",Track burnt due to EOS,Production Failure,Hanon,15214KM,5938.761.204,WK 83.2.50
TATA,2020,2020-06-08 0:00:00,QC-2020-3868,CRITICAL ALERT AND LIMP HOME MODE,"P0455, P160A, P1386",Track burnt due to EOS,Production Failure,STM,2047KM,1293.847.562,YC 72.4.61
Toyota,2023,2023-02-26 0:00:00,QC-2023-7950,VEHICLE NOT CHARGING,"U0301, U140A",Track burnt due to EOS,According to Specification,Hanon,10098KM,2163.879.045,QW 56.2.90
Ashok Leyland,2023,2023-01-03 0:00:00,QC-2023-7253,AUXILERY BATTERY WARNING SHOWING,"P0641, P3093, P1D43, P2247",Track burnt due to EOS,Customer Failure,Bosch,12934KM,7689.145.203,DM 39.1.76
Toyota,2024,2024-02-14 0:00:00,QC-2024-9032,VECHILE NOT ENTRING INTO READY MODE,"U0301, P1D44, P1D41",Connector damage,Production Failure,Delphi,86471KM,7689.145.203,YC 72.4.61
Toyota,2019,2019-10-09 0:00:00,QC-2019-4528,CAR NOT GETTING CHAGRE,"P1604, P3093, P1D40",controller failure due to supplier production failure,Production Failure,STM,46784KM,2784.913.650,NZ 21.8.44
TATA,2022,2022-05-27 0:00:00,QC-2022-7453,CRITICAL ALERT BLINKING,"P1388, P0600",Sensor short due to moisture,According to Specification,Valeo,10120KM,8795.234.106,WK 83.2.50
Hyundai,2021,2021-01-24 0:00:00,QC-2021-9672,HV CRITICAL ALERT LIGHT,"P0455, P06B0, P3099, P0607",Track burnt due to EOS,Customer Failure,,62291KM,9241.653.870,SL 67.9.25
TATA,2022,2022-10-18 0:00:00,QC-2022-4974,ABS WARNING LIGHT GLOWING,"U0100, P1D3F, U0126",Connector damage,Customer Failure,STM,15214KM,7834.156.920,ME 17.9.71
Honda,2021,2021-07-25 0:00:00,QC-2021-6962,VEH.NOT SHIFT IN CNG MODE,"U0100, P0301",Sensor short due to moisture,Customer Failure,Hanon,12843KM,3847.291.506,NZ 21.8.44
Hyundai,2023,2023-05-15 0:00:00,QC-2023-4974,VEHICLE MALFUNCTION,"P1D49, P0600, P3093",Connector damage,According to Specification,STM,32893KM,7016.423.895,ME 17.9.71
Toyota,2024,2024-08-31 0:00:00,QC-2024-1505,VEHICEL RUNNING TIME OFF,"P0301, P0607, P2610, P3096",Connector damage,According to Specification,STM,37661KM,6103.825.479,JR 19.6.84
M&M,2024,2024-12-20 0:00:00,QC-2024-5527,BEEP SOUND ON RUNNING TIME,"P1D43, P0600, P060D, P160A, P1D41",Connector damage,Customer Failure,STM,86471KM,7689.145.203,YC 72.4.61
Honda,2023,2023-04-22 0:00:00,QC-2023-2905,STRATING PROBLEM,"P0641, P052F",Sensor short due to moisture,Customer Failure,Delphi,12934KM,7834.156.920,JR 19.6.84
TATA,2022,2022-05-14 0:00:00,QC-2022-8757,VEHICEL MALFUNCTIONAL,"P0455, U10E5, P0560, P052F",NTF,Customer Failure,Hanon,10120KM,4521.673.841,PG 33.6.59
Hyundai,2023,2023-11-05 0:00:00,QC-2023-1252,ECU- NO COMMUNICATION,"P20FF, U0464, P2243",Track burnt due to EOS,Customer Failure,STM,2047KM,9241.653.870,NZ 21.8.44
Toyota,2022,2022-12-22 0:00:00,QC-2022-1172,Warning light is on and cannot start,"U0131, P0617, P06A3, U0112",Sensor short due to moisture,Production Failure,Hanon,26439KM,8795.234.106,JR 19.6.84
Ashok Leyland,2021,2021-11-30 0:00:00,QC-2021-2973,Jerking vehicle,"P0301, P1604, P2247, P1D4A, P3325",Track burnt due to EOS,Customer Failure,Bosch,67219KM,6508.317.492,ME 17.9.71
Kia,2024,2024-09-23 0:00:00,QC-2024-8692,ENGINE CHECK LAMP ON,"P0605, P3096, P1387",Sensor short due to moisture,Customer Failure,STM,86471KM,6508.317.492,NZ 21.8.44
Toyota,2023,2023-07-11 0:00:00,QC-2023-8417,ENGINE CHECK LAMP ON-P061B 00,"P0455, P3098, P1386, P06B0",Sensor short due to moisture,Production Failure,,33238KM,8459.067.312,YC 72.4.61
Kia,2021,2021-11-09 0:00:00,QC-2021-7333,STARTING PROBLEM,"U0131, P1D40",NTF,Production Failure,STM,54935KM,9241.653.870,ME 17.9.71
Hyundai,2024,2024-03-09 0:00:00,QC-2024-5637,IRA APP IS NOT SHOWING CORRECT LOCATION,"P0455, P061C, P1D44",controller failure due to supplier production failure,According to Specification,,12934KM,1647.098.753,DM 39.1.76
Hyundai,2024,2024-01-22 0:00:00,QC-2024-9892,Poor pickup - EDC,"P06A3, P068B, P2175, P211C",controller failure due to supplier production failure,According to Specification,Hanon,2047KM,7689.145.203,TR 15.7.82
M&M,2021,2021-01-26 0:00:00,QC-2021-7631,,"P060F, U0100, P1686, P2243, P20FF",controller failure due to supplier production failure,Production Failure,Delphi,33238KM,3074.928.615,SL 67.9.25
Hyundai,2023,2023-08-19 0:00:00,QC-2023-9331,,"P0600, P1D3F",controller failure due to supplier production failure,Production Failure,Bosch,90KM,3074.928.615,PG 33.6.59
