Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Honda,2023,2023-09-30,QC-2023-059176,OBD Light ON,,13.24,NTF,According to Specification,Bosch,73708
M&M,2025,2025-06-17,QC-2025-059177,Battery warning light ON,"P0560, P0480, P0562, P0563",17.76,Track burnt due to EOS,Production Failure,Hanon,68535
Honda,2024,2024-11-12,QC-2024-059178,Engine overheating,P0197,13.7,Sensor short due to moisture,Customer Failure,Bosch,50418
Toyota,2024,2024-08-15,QC-2024-059179,Engine overheating,P0117,12.65,Sensor short due to moisture,Customer Failure,Delphi,16202
TATA,2023,2023-08-22,QC-2023-059180,Engine overheating,,12.55,NTF,According to Specification,Valeo,62128
Toyota,2024,2024-06-29,QC-2024-059181,OBD Light ON,P0128,12.93,Sensor short due to moisture,Customer Failure,Bosch,162751
Hyundai,2020,2020-08-25,QC-2020-059182,Engine overheating,"P0692, P0354, P0300, P0691",15.83,Track burnt due to EOS,Customer Failure,Bosch,33339
Honda,2023,2023-09-04,QC-2023-059183,Engine overheating,,11.88,NTF,According to Specification,Valeo,34901
Toyota,2024,2024-01-02,QC-2024-059184,Battery warning light ON,"P0562, P0560",18.7,Track burnt due to EOS,Customer Failure,Bosch,42836
Ashok Leyland,2020,2020-08-09,QC-2020-059185,Multiple warning lights ON,B3055,14.28,Connector damage,Production Failure,STM,76113
Toyota,2025,2025-03-22,QC-2025-059186,ABS warning light ON,C0051,12.41,Connector damage,Production Failure,Bosch,36443
TATA,2024,2024-03-15,QC-2024-059187,OBD Light ON,"B1031, C0031",13.91,Connector damage,Customer Failure,Bosch,55704
Honda,2025,2025-11-21,QC-2025-059188,ABS warning light ON,C0036,14.16,Connector damage,Customer Failure,Bosch,47835
Honda,2023,2023-05-08,QC-2023-059189,Engine stalling,P0073,12.44,Sensor short due to moisture,Customer Failure,Bosch,190526
M&M,2023,2023-01-04,QC-2023-059190,Multiple warning lights ON,U0038,11.35,controller failure due to supplier production failure,Production Failure,STM,84711
Hyundai,2025,2025-05-12,QC-2025-059191,High fuel consumption,,13.47,NTF,According to Specification,Delphi,50660
Toyota,2024,2024-05-02,QC-2024-059192,Multiple warning lights ON,"U0401, U0155",9.21,controller failure due to supplier production failure,Production Failure,STM,27179
Hyundai,2024,2024-01-07,QC-2024-059193,ABS warning light ON,C0265,12.63,Connector damage,Customer Failure,Hanon,52164
M&M,2024,2024-05-18,QC-2024-059194,Engine stalling,,13.91,NTF,According to Specification,Bosch,53616
TATA,2025,2025-02-25,QC-2025-059195,High fuel consumption,P0430,13.29,NTF,According to Specification,Delphi,7955
Honda,2024,2024-05-09,QC-2024-059196,Starting Problem,,13.37,NTF,According to Specification,Bosch,20582
TATA,2025,2025-07-08,QC-2025-059197,Multiple warning lights ON,U0103,9.68,controller failure due to supplier production failure,Production Failure,Valeo,14404
Hyundai,2025,2025-03-24,QC-2025-059198,Brake warning light ON,B2960,13.83,Connector damage,Production Failure,Valeo,230000
Honda,2022,2022-06-03,QC-2022-059199,Engine overheating,"P0691, P0352, P0617, P0482, P0692",16.42,Track burnt due to EOS,Customer Failure,Valeo,46846
Kia,2022,2022-01-31,QC-2022-059200,Multiple warning lights ON,U0100,10.41,controller failure due to supplier production failure,Production Failure,Delphi,14220
TATA,2022,2022-09-10,QC-2022-059201,Starting Problem,,12.96,NTF,According to Specification,Delphi,220000
TATA,2023,2023-07-29,QC-2023-059202,High fuel consumption,,12.77,NTF,According to Specification,Delphi,7676
Kia,2023,2023-08-29,QC-2023-059203,Low pickup,,12.33,NTF,According to Specification,Valeo,21490
Toyota,2022,2022-08-18,QC-2022-059204,OBD Light ON,,12.08,NTF,According to Specification,Delphi,63517
TATA,2025,2025-04-19,QC-2025-059205,OBD Light ON,,13.15,NTF,According to Specification,Hanon,24797
M&M,2023,2023-09-30,QC-2023-059206,Rough idling,P0611,14.72,ASIC CJ327 failure due to EOS,Customer Failure,STM,88785
Kia,2023,2023-08-29,QC-2023-059207,Starting Problem,"P0098, P0112",11.93,Sensor short due to moisture,Customer Failure,Delphi,23061
Toyota,2025,2025-12-22,QC-2025-059208,Brake warning light ON,C0460,13.11,Connector damage,Production Failure,Hanon,1122
Kia,2024,2024-05-23,QC-2024-059209,Engine overheating,"P0693, P0691, P0692",18.99,Track burnt due to EOS,Customer Failure,Delphi,34030
M&M,2023,2023-03-08,QC-2023-059210,Engine stalling,,13.25,NTF,According to Specification,Valeo,34102
TATA,2024,2024-05-27,QC-2024-059211,Starting Problem,P0607,15.23,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,19205
Honda,2022,2022-03-08,QC-2022-059212,High fuel consumption,P0174,13.16,NTF,Customer Failure,Valeo,10816
TATA,2025,2025-12-20,QC-2025-059213,OBD Light ON,,13.39,NTF,According to Specification,Delphi,31523
Hyundai,2025,2025-09-07,QC-2025-059214,ABS warning light ON,"B1031, C0031, P0573",13.1,Connector damage,Production Failure,Delphi,18626
Honda,2021,2021-06-21,QC-2021-059215,Brake warning light ON,C0082,12.92,Connector damage,Production Failure,Valeo,1870
Honda,2020,2020-10-13,QC-2020-059216,Multiple warning lights ON,"P0601, U0155",15.37,ASIC CJ327 failure due to EOS,Production Failure,Delphi,36611
Ashok Leyland,2024,2024-08-15,QC-2024-059217,OBD Light ON,,13.3,NTF,According to Specification,STM,31580
Honda,2022,2022-11-10,QC-2022-059218,ABS warning light ON,C0045,11.81,Connector damage,Production Failure,STM,117111
Toyota,2025,2025-09-05,QC-2025-059219,Starting Problem,P0096,13.32,Sensor short due to moisture,Customer Failure,Hanon,21715
TATA,2022,2022-07-27,QC-2022-059220,OBD Light ON,,12.74,NTF,According to Specification,Bosch,55308
Kia,2024,2024-07-30,QC-2024-059221,Brake warning light ON,C0265,13.58,Connector damage,Production Failure,Delphi,187414
TATA,2021,2021-12-11,QC-2021-059222,OBD Light ON,,13.22,NTF,Production Failure,Valeo,12405
Honda,2024,2024-06-17,QC-2024-059223,Engine overheating,"P0135, P0340",13.19,Sensor short due to moisture,Customer Failure,Bosch,62371
Toyota,2019,2019-02-19,QC-2019-059224,Starting Problem,C0036,13.37,Connector damage,Production Failure,Delphi,36313
Toyota,2025,2025-06-28,QC-2025-059225,High fuel consumption,"P0604, P0601",15.37,ASIC CJ327 failure due to EOS,Customer Failure,STM,40440
Kia,2025,2025-02-12,QC-2025-059226,ABS warning light ON,C0045,13.49,Connector damage,Production Failure,Bosch,85269
Toyota,2019,2019-05-27,QC-2019-059227,Battery warning light ON,"P0616, P0691, P0617",17.53,Track burnt due to EOS,Customer Failure,Bosch,47571
Honda,2024,2024-06-06,QC-2024-059228,Engine stalling,P0072,11.83,Sensor short due to moisture,Customer Failure,Delphi,85257
Ashok Leyland,2025,2025-01-27,QC-2025-059229,High fuel consumption,P0611,14.59,ASIC CJ327 failure due to EOS,Production Failure,STM,56356
Ashok Leyland,2019,2019-07-08,QC-2019-059230,Engine overheating,"P0196, P0097",12.84,Sensor short due to moisture,Customer Failure,Valeo,103401
TATA,2024,2024-11-09,QC-2024-059231,OBD Light ON,,12.26,NTF,According to Specification,Valeo,220000
Toyota,2023,2023-06-01,QC-2023-059232,Multiple warning lights ON,"P0691, P0480, P0563, P0562",17.04,Track burnt due to EOS,Customer Failure,Valeo,40440
Hyundai,2022,2022-01-28,QC-2022-059233,High fuel consumption,,13.64,NTF,According to Specification,STM,6351
Toyota,2021,2021-06-21,QC-2021-059234,High fuel consumption,P0341,12.51,NTF,According to Specification,Bosch,81434
Hyundai,2019,2019-03-16,QC-2019-059235,Multiple warning lights ON,P0610,14.74,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,47100
Toyota,2024,2024-05-29,QC-2024-059236,Starting Problem,P0112,13.1,Sensor short due to moisture,Production Failure,Valeo,94931
Toyota,2022,2022-10-17,QC-2022-059237,OBD Light ON,,13.53,NTF,According to Specification,Valeo,29408
Hyundai,2025,2025-12-25,QC-2025-059238,Brake warning light ON,C0460,14.14,Connector damage,Production Failure,Hanon,63134
TATA,2022,2022-09-05,QC-2022-059239,OBD Light ON,P0118,12.76,Sensor short due to moisture,Customer Failure,STM,43482
Kia,2024,2024-07-05,QC-2024-059240,Engine stalling,,13.94,NTF,According to Specification,Valeo,18586
Kia,2020,2020-02-12,QC-2020-059241,Engine stalling,,13.11,NTF,According to Specification,Hanon,23721
Kia,2020,2020-07-21,QC-2020-059242,Multiple warning lights ON,"P0617, P0302, P0300, P1682",17.64,Track burnt due to EOS,Customer Failure,Bosch,35970
Hyundai,2022,2022-02-28,QC-2022-059243,Engine overheating,"P0692, P0620, P0616, P0691",17.4,Track burnt due to EOS,Production Failure,Valeo,125941
Toyota,2022,2022-06-19,QC-2022-059244,Engine jerking during acceleration,U0155,10.24,controller failure due to supplier production failure,Production Failure,Valeo,6955
Hyundai,2023,2023-11-06,QC-2023-059245,High fuel consumption,,12.78,NTF,According to Specification,Delphi,20096
Hyundai,2019,2019-06-13,QC-2019-059246,Vehicle not starting,"P0354, P0616, U0100, U0101",17.25,Track burnt due to EOS,Customer Failure,Bosch,62448
M&M,2019,2019-08-28,QC-2019-059247,Low pickup,P0341,13.3,NTF,According to Specification,Valeo,19067
M&M,2024,2024-04-14,QC-2024-059248,Battery warning light ON,P0613,15.42,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,43065
Ashok Leyland,2022,2022-12-11,QC-2022-059249,Brake warning light ON,"B3055, C0045",13.2,Connector damage,Production Failure,Delphi,54469
M&M,2023,2023-11-10,QC-2023-059250,Rough idling,"P0304, P0620",18.61,Track burnt due to EOS,Customer Failure,Valeo,68953
Hyundai,2025,2025-09-14,QC-2025-059251,Engine overheating,"P0563, P0691, U0001, P0306, P0562",17.45,Track burnt due to EOS,Customer Failure,Valeo,48112
Hyundai,2022,2022-06-14,QC-2022-059252,Engine overheating,P0117,13.78,Sensor short due to moisture,Customer Failure,Valeo,42650
Toyota,2025,2025-11-24,QC-2025-059253,Engine stalling,,13.73,NTF,According to Specification,Valeo,69399
M&M,2019,2019-04-25,QC-2019-059254,Engine stalling,,13.52,NTF,According to Specification,Bosch,47684
Honda,2024,2024-07-15,QC-2024-059255,OBD Light ON,P0300,13.59,NTF,According to Specification,Bosch,6450
Hyundai,2023,2023-09-03,QC-2023-059256,Engine overheating,"P0352, P0620, U0001, P0351",18.44,Track burnt due to EOS,Customer Failure,STM,33746
Hyundai,2023,2023-10-25,QC-2023-059257,OBD Light ON,,13.7,NTF,According to Specification,Bosch,63877
Hyundai,2025,2025-04-26,QC-2025-059258,Battery warning light ON,"P0620, P0617, P0616",16.19,Track burnt due to EOS,Customer Failure,Bosch,149562
TATA,2025,2025-01-15,QC-2025-059259,OBD Light ON,,13.22,NTF,According to Specification,Delphi,27877
M&M,2024,2024-07-08,QC-2024-059260,Vehicle not starting,"P0617, P0694, P0616",15.82,Track burnt due to EOS,Customer Failure,Valeo,33908
M&M,2024,2024-10-29,QC-2024-059261,Multiple warning lights ON,U0037,10.31,controller failure due to supplier production failure,Production Failure,STM,59972
TATA,2022,2022-09-22,QC-2022-059262,Rough idling,"P0303, P0615",18.63,Track burnt due to EOS,Customer Failure,Bosch,79985
Honda,2020,2020-09-18,QC-2020-059263,Multiple warning lights ON,U0073,10.59,controller failure due to supplier production failure,Production Failure,Bosch,9594
M&M,2025,2025-09-15,QC-2025-059264,Multiple warning lights ON,U0002,9.78,controller failure due to supplier production failure,Production Failure,STM,18925
Ashok Leyland,2025,2025-09-07,QC-2025-059265,Battery warning light ON,B2960,12.5,Connector damage,Production Failure,Delphi,42029
TATA,2023,2023-07-27,QC-2023-059266,OBD Light ON,,13.03,NTF,According to Specification,Valeo,14510
Kia,2025,2025-07-18,QC-2025-059267,Multiple warning lights ON,B3055,12.46,Connector damage,Production Failure,Bosch,91410
Toyota,2025,2025-12-09,QC-2025-059268,Engine stalling,,13.11,NTF,According to Specification,Bosch,93479
Ashok Leyland,2025,2025-07-25,QC-2025-059269,Multiple warning lights ON,"P0693, P0481",18.7,Track burnt due to EOS,Customer Failure,Valeo,65719
M&M,2025,2025-09-03,QC-2025-059270,Vehicle not starting,"P0304, P1682",16.84,Track burnt due to EOS,Customer Failure,Delphi,58916
Hyundai,2024,2024-12-03,QC-2024-059271,ABS warning light ON,B1031,14.21,Connector damage,Production Failure,Bosch,193581
Toyota,2024,2024-08-24,QC-2024-059272,Battery warning light ON,"P0304, P0301",19.78,Track burnt due to EOS,Customer Failure,STM,60304
Hyundai,2021,2021-12-10,QC-2021-059273,Vehicle not starting,U0038,8.95,controller failure due to supplier production failure,Production Failure,Bosch,13967
TATA,2021,2021-02-26,QC-2021-059274,Starting Problem,P0608,14.98,ASIC CJ327 failure due to EOS,Production Failure,STM,11501
Honda,2022,2022-03-03,QC-2022-059275,Starting Problem,"P0602, P0606",15.52,ASIC CJ327 failure due to EOS,Production Failure,STM,113271
M&M,2022,2022-04-07,QC-2022-059276,Engine stalling,P0096,11.44,Sensor short due to moisture,Customer Failure,Valeo,13984
Toyota,2019,2019-11-16,QC-2019-059277,Multiple warning lights ON,U0401,10.97,controller failure due to supplier production failure,Production Failure,Valeo,36608
Hyundai,2025,2025-09-01,QC-2025-059278,Rough idling,P0112,13.25,Sensor short due to moisture,Customer Failure,Valeo,147602
Hyundai,2024,2024-06-28,QC-2024-059279,Engine overheating,"P0481, P0354, U0100, P0560, U0101",17.35,Track burnt due to EOS,Customer Failure,Valeo,89390
Honda,2023,2023-06-15,QC-2023-059280,Engine overheating,P0072,13.16,Sensor short due to moisture,Customer Failure,Hanon,25406
Honda,2024,2024-02-20,QC-2024-059281,Low pickup,,14.13,NTF,According to Specification,Hanon,45498
Kia,2022,2022-03-10,QC-2022-059282,OBD Light ON,,12.45,NTF,Customer Failure,Valeo,60563
Kia,2024,2024-02-02,QC-2024-059283,Multiple warning lights ON,U0103,10.36,controller failure due to supplier production failure,Production Failure,Bosch,16955
Honda,2020,2020-02-19,QC-2020-059284,OBD Light ON,"P0098, P0161",12.32,Sensor short due to moisture,Customer Failure,Bosch,25354
Ashok Leyland,2020,2020-10-23,QC-2020-059285,Multiple warning lights ON,P0601,15.03,ASIC CJ327 failure due to EOS,Production Failure,STM,28223
Hyundai,2022,2022-02-22,QC-2022-059286,ABS warning light ON,"C0045, C0550",13.16,Connector damage,Customer Failure,Valeo,59895
Hyundai,2025,2025-06-03,QC-2025-059287,Engine stalling,"P0353, P0481",16.25,Track burnt due to EOS,Customer Failure,Bosch,118283
Toyota,2020,2020-05-03,QC-2020-059288,High fuel consumption,P0197,12.54,Sensor short due to moisture,Customer Failure,Valeo,49394
TATA,2025,2025-11-10,QC-2025-059289,Battery warning light ON,P0608,15.87,ASIC CJ327 failure due to EOS,Production Failure,Bosch,47799
M&M,2025,2025-10-21,QC-2025-059290,Multiple warning lights ON,"B2960, C0036",14.02,Connector damage,Production Failure,Valeo,90849
Toyota,2025,2025-12-23,QC-2025-059291,Multiple warning lights ON,C0550,13.95,Connector damage,Customer Failure,Bosch,70180
M&M,2025,2025-04-06,QC-2025-059292,ABS warning light ON,C0036,14.68,Connector damage,Production Failure,Valeo,53358
Honda,2022,2022-03-22,QC-2022-059293,Multiple warning lights ON,"P0616, P0306, P0302, P0617",17.77,Track burnt due to EOS,Customer Failure,Hanon,44135
Honda,2025,2025-11-29,QC-2025-059294,Multiple warning lights ON,"U0155, P0562, P0620",19.16,Track burnt due to EOS,Customer Failure,Hanon,66294
Toyota,2022,2022-10-21,QC-2022-059295,Brake warning light ON,"C0460, C0045",13.51,Connector damage,Production Failure,Bosch,75117
M&M,2022,2022-07-18,QC-2022-059296,Engine stalling,U0100,13.14,NTF,According to Specification,Bosch,78657
Kia,2023,2023-06-20,QC-2023-059297,Battery warning light ON,"P0620, P0306, U0155",18.08,Track burnt due to EOS,Customer Failure,Delphi,34311
Toyota,2021,2021-04-26,QC-2021-059298,OBD Light ON,,12.84,NTF,According to Specification,Bosch,15217
Kia,2021,2021-07-02,QC-2021-059299,Engine stalling,"P0054, P0117",12.35,Sensor short due to moisture,Customer Failure,Bosch,21142
Hyundai,2021,2021-05-27,QC-2021-059300,Engine jerking during acceleration,"P0355, P0305, P0563",17.75,Track burnt due to EOS,Customer Failure,Bosch,76781
Hyundai,2023,2023-03-22,QC-2023-059301,High fuel consumption,,13.67,NTF,According to Specification,Valeo,10035
M&M,2024,2024-08-18,QC-2024-059302,Multiple warning lights ON,"C0031, B3055",13.17,Connector damage,Production Failure,Valeo,197318
Hyundai,2025,2025-12-21,QC-2025-059303,ABS warning light ON,"C0031, P0325",13.52,Connector damage,Production Failure,Valeo,70646
Toyota,2023,2023-02-20,QC-2023-059304,High fuel consumption,,12.92,NTF,According to Specification,Bosch,13694
Honda,2024,2024-02-13,QC-2024-059305,Starting Problem,"B2960, B1234",12.55,Connector damage,Production Failure,Valeo,29832
TATA,2019,2019-09-10,QC-2019-059306,High fuel consumption,P0608,14.62,ASIC CJ327 failure due to EOS,Production Failure,Hanon,127318
M&M,2025,2025-11-26,QC-2025-059307,OBD Light ON,,12.72,NTF,According to Specification,Bosch,65720
Kia,2023,2023-03-04,QC-2023-059308,Starting Problem,P0131,13.1,Sensor short due to moisture,Customer Failure,Delphi,25992
Kia,2023,2023-09-05,QC-2023-059309,Engine stalling,,13.54,NTF,According to Specification,Bosch,26107
Toyota,2025,2025-08-25,QC-2025-059310,Engine stalling,,12.78,NTF,According to Specification,Delphi,88585
Hyundai,2025,2025-09-15,QC-2025-059311,High fuel consumption,"P0117, P0135",12.47,Sensor short due to moisture,Customer Failure,Delphi,26145
Honda,2022,2022-02-08,QC-2022-059312,ABS warning light ON,"U0121, U0038, U0140",10.77,controller failure due to supplier production failure,Production Failure,Bosch,33147
Honda,2024,2024-06-18,QC-2024-059313,Rough idling,"P0069, P0128",12.91,Sensor short due to moisture,Customer Failure,Valeo,43207
TATA,2024,2024-06-10,QC-2024-059314,Vehicle not starting,U0402,9.29,controller failure due to supplier production failure,According to Specification,STM,18853
Honda,2020,2020-07-12,QC-2020-059315,Engine overheating,P0098,12.22,Sensor short due to moisture,Customer Failure,Hanon,35508
Hyundai,2025,2025-04-25,QC-2025-059316,Engine overheating,"P0694, P0305, U0100, U0155, P0355, U0101",19.16,Track burnt due to EOS,Customer Failure,Valeo,36948
Hyundai,2023,2023-04-20,QC-2023-059317,OBD Light ON,,13.13,NTF,According to Specification,STM,7163
M&M,2023,2023-09-17,QC-2023-059318,Starting Problem,"P0356, P0300",17.07,Track burnt due to EOS,Customer Failure,Delphi,51684
M&M,2023,2023-04-29,QC-2023-059319,Rough idling,P0196,13.16,Sensor short due to moisture,Customer Failure,Bosch,63077
TATA,2024,2024-09-20,QC-2024-059320,Engine overheating,P0112,12.57,Sensor short due to moisture,Customer Failure,Bosch,21545
Hyundai,2025,2025-03-26,QC-2025-059321,OBD Light ON,,12.35,NTF,According to Specification,Bosch,57361
