Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
TATA,2020,2020-07-20,QC-2020-027435,OBD Light ON,,13.93,NTF,According to Specification,Hanon,56763
Kia,2024,2024-05-03,QC-2024-027436,Rough idling,,13.42,NTF,According to Specification,Valeo,97567
Honda,2019,2019-07-01,QC-2019-027437,Engine stalling,P0118,13.39,Sensor short due to moisture,Customer Failure,Delphi,51911
TATA,2024,2024-12-08,QC-2024-027438,Starting Problem,C0031,13.4,Connector damage,Production Failure,Valeo,128333
Ashok Leyland,2024,2024-08-02,QC-2024-027439,Vehicle not starting,"P0482, P0620",17.31,Track burnt due to EOS,Customer Failure,Hanon,103162
TATA,2024,2024-09-08,QC-2024-027440,Multiple warning lights ON,B1045,12.79,Connector damage,Customer Failure,Delphi,99885
M&M,2019,2019-11-03,QC-2019-027441,Starting Problem,"P0602, P0607",15.11,ASIC CJ327 failure due to EOS,Production Failure,STM,63898
Kia,2024,2024-01-22,QC-2024-027442,OBD Light ON,,13.71,NTF,According to Specification,Delphi,500
Ashok Leyland,2020,2020-12-22,QC-2020-027443,Multiple warning lights ON,U0131,10.14,controller failure due to supplier production failure,Production Failure,STM,500
TATA,2024,2024-04-26,QC-2024-027444,OBD Light ON,,12.85,NTF,According to Specification,Valeo,40303
Hyundai,2024,2024-07-03,QC-2024-027445,Starting Problem,"U0101, P0304, P0615",16.69,Track burnt due to EOS,Customer Failure,Bosch,23716
Honda,2020,2020-09-17,QC-2020-027446,Battery warning light ON,"P0620, P0481",17.63,Track burnt due to EOS,Customer Failure,STM,111418
Toyota,2024,2024-01-12,QC-2024-027447,OBD Light ON,P0300,12.53,NTF,According to Specification,Bosch,5779
Honda,2023,2023-07-02,QC-2023-027448,OBD Light ON,P0300,14.18,NTF,According to Specification,Valeo,500
Hyundai,2021,2021-01-23,QC-2021-027449,Engine overheating,"P0480, P1682",16.8,Track burnt due to EOS,Customer Failure,Delphi,7150
Ashok Leyland,2019,2019-04-22,QC-2019-027450,Multiple warning lights ON,P0601,15.17,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,52574
TATA,2024,2024-07-06,QC-2024-027451,High fuel consumption,P0174,13.28,NTF,According to Specification,Valeo,108720
Toyota,2019,2019-09-10,QC-2019-027452,Multiple warning lights ON,"U0100, P0615, P0480, P0563, P0482",17.65,Track burnt due to EOS,Customer Failure,Bosch,88666
M&M,2022,2022-04-15,QC-2022-027453,Multiple warning lights ON,"U0155, U0101",17.71,Track burnt due to EOS,Customer Failure,Delphi,76746
Toyota,2024,2024-01-21,QC-2024-027454,Starting Problem,,13.42,NTF,According to Specification,Valeo,37856
M&M,2022,2022-02-07,QC-2022-027455,ABS warning light ON,"C0031, C0460",12.58,Connector damage,Production Failure,Valeo,44014
Ashok Leyland,2022,2022-10-20,QC-2022-027456,Transmission jerking,"U0101, P1682",19.49,Track burnt due to EOS,Customer Failure,Delphi,12454
Honda,2024,2024-06-17,QC-2024-027457,Multiple warning lights ON,B3055,14.17,Connector damage,Production Failure,Valeo,59047
TATA,2023,2023-04-11,QC-2023-027458,Engine stalling,,12.5,NTF,According to Specification,Bosch,11856
Kia,2024,2024-02-26,QC-2024-027459,Starting Problem,"P0113, P0117",12.93,Sensor short due to moisture,Customer Failure,STM,57577
M&M,2021,2021-12-08,QC-2021-027460,Battery warning light ON,P0608,14.98,ASIC CJ327 failure due to EOS,Production Failure,Hanon,26586
Honda,2020,2020-06-06,QC-2020-027461,OBD Light ON,"P0117, P0196",12.52,Sensor short due to moisture,Customer Failure,STM,68169
Ashok Leyland,2024,2024-06-18,QC-2024-027462,Rough idling,,13.68,NTF,According to Specification,Valeo,500
Ashok Leyland,2023,2023-04-30,QC-2023-027463,Battery warning light ON,"P0610, P0562",14.92,ASIC CJ327 failure due to EOS,Customer Failure,STM,59158
Hyundai,2023,2023-07-23,QC-2023-027464,Starting Problem,P0112,12.87,Sensor short due to moisture,Customer Failure,Delphi,23741
M&M,2024,2024-01-18,QC-2024-027465,Starting Problem,U0100,9.55,controller failure due to supplier production failure,Production Failure,Bosch,31579
Hyundai,2023,2023-07-24,QC-2023-027466,Rough idling,"P0608, P0601",15.69,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,53155
Honda,2021,2021-03-19,QC-2021-027467,Vehicle not starting,"P0563, U0001, P0303",16.91,Track burnt due to EOS,Customer Failure,Delphi,89266
TATA,2024,2024-09-03,QC-2024-027468,Battery warning light ON,"C0265, C0460",13.5,Connector damage,Production Failure,Hanon,125290
Ashok Leyland,2020,2020-04-23,QC-2020-027469,Battery warning light ON,"P0562, U0100",17.85,Track burnt due to EOS,Customer Failure,STM,99273
TATA,2023,2023-08-10,QC-2023-027470,Engine stalling,,12.69,NTF,According to Specification,Delphi,79826
Ashok Leyland,2022,2022-12-06,QC-2022-027471,Multiple warning lights ON,P0604,15.18,ASIC CJ327 failure due to EOS,Production Failure,STM,71182
M&M,2019,2019-10-07,QC-2019-027472,Engine stalling,,12.94,NTF,According to Specification,Delphi,67537
Kia,2024,2024-02-07,QC-2024-027473,Rough idling,"P0303, P0300, P0480",17.77,Track burnt due to EOS,Customer Failure,Delphi,102821
Hyundai,2022,2022-04-23,QC-2022-027474,ABS warning light ON,"C0051, B1045, C0031, P0500",14.5,Connector damage,Production Failure,Valeo,80269
Honda,2023,2023-07-25,QC-2023-027475,Starting Problem,,13.0,NTF,According to Specification,Hanon,59261
Kia,2023,2023-11-04,QC-2023-027476,Starting Problem,B2960,14.04,Connector damage,Production Failure,Delphi,82045
Hyundai,2024,2024-04-08,QC-2024-027477,OBD Light ON,,12.98,NTF,According to Specification,Delphi,90602
Hyundai,2023,2023-07-26,QC-2023-027478,Rough idling,,12.8,NTF,According to Specification,Hanon,70509
Toyota,2022,2022-05-25,QC-2022-027479,Starting Problem,P0113,11.83,Sensor short due to moisture,Customer Failure,Bosch,71227
Kia,2023,2023-04-26,QC-2023-027480,Engine overheating,,12.62,NTF,According to Specification,STM,40534
Toyota,2020,2020-10-21,QC-2020-027481,Engine jerking during acceleration,U0164,9.78,controller failure due to supplier production failure,Production Failure,Valeo,33604
M&M,2023,2023-12-30,QC-2023-027482,Engine stalling,"P0054, P0113",12.98,Sensor short due to moisture,Customer Failure,Delphi,40985
Hyundai,2020,2020-08-24,QC-2020-027483,OBD Light ON,P0430,13.7,NTF,According to Specification,Hanon,61172
M&M,2021,2021-09-16,QC-2021-027484,OBD Light ON,,12.81,NTF,According to Specification,Bosch,34447
Ashok Leyland,2023,2023-04-22,QC-2023-027485,Engine overheating,P0430,12.59,NTF,According to Specification,STM,24907
Hyundai,2021,2021-09-25,QC-2021-027486,Rough idling,P0196,12.57,Sensor short due to moisture,Customer Failure,Hanon,60006
M&M,2022,2022-09-27,QC-2022-027487,Starting Problem,P0174,13.73,NTF,According to Specification,Delphi,7402
Hyundai,2024,2024-07-19,QC-2024-027488,Brake warning light ON,"C0460, C0031",12.97,Connector damage,Production Failure,Valeo,93437
Honda,2021,2021-06-11,QC-2021-027489,Rough idling,,13.98,NTF,According to Specification,Delphi,84897
Hyundai,2024,2024-04-27,QC-2024-027490,Engine jerking during acceleration,"P0302, P0482, U0100",18.66,Track burnt due to EOS,Customer Failure,Valeo,73700
M&M,2019,2019-08-03,QC-2019-027491,Battery warning light ON,P0562,14.69,ASIC CJ327 failure due to EOS,Production Failure,Delphi,81756
Hyundai,2024,2024-05-09,QC-2024-027492,Multiple warning lights ON,"U0001, P0300, P0302, P1682",18.06,Track burnt due to EOS,Customer Failure,STM,99755
Hyundai,2021,2021-07-06,QC-2021-027493,Engine overheating,P0196,13.27,Sensor short due to moisture,Customer Failure,Hanon,41463
Ashok Leyland,2019,2019-09-27,QC-2019-027494,High fuel consumption,"P0562, P0604",15.6,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,56619
Honda,2022,2022-10-16,QC-2022-027495,Engine overheating,P0112,13.07,Sensor short due to moisture,Customer Failure,Hanon,95864
TATA,2023,2023-08-03,QC-2023-027496,Engine stalling,P0073,12.17,Sensor short due to moisture,Customer Failure,STM,60723
Ashok Leyland,2024,2024-11-15,QC-2024-027497,OBD Light ON,P0455,12.81,NTF,According to Specification,Hanon,18384
M&M,2021,2021-11-14,QC-2021-027498,Engine overheating,P0118,13.46,Sensor short due to moisture,Customer Failure,STM,60868
Kia,2022,2022-09-23,QC-2022-027499,Low pickup,P0562,14.33,ASIC CJ327 failure due to EOS,Production Failure,STM,18589
Kia,2024,2024-03-02,QC-2024-027500,OBD Light ON,,12.99,NTF,According to Specification,Hanon,21877
Kia,2023,2023-03-28,QC-2023-027501,OBD Light ON,,12.5,NTF,According to Specification,Delphi,78799
M&M,2022,2022-07-24,QC-2022-027502,Engine overheating,P0054,12.34,Sensor short due to moisture,Customer Failure,Delphi,113712
Ashok Leyland,2022,2022-08-25,QC-2022-027503,Engine overheating,"P0481, P0480",17.72,Track burnt due to EOS,Customer Failure,Valeo,70084
Toyota,2024,2024-12-18,QC-2024-027504,Engine jerking during acceleration,P0602,15.46,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,32581
TATA,2021,2021-06-02,QC-2021-027505,Engine jerking during acceleration,"P0301, P0300, P0562, P0304",18.25,Track burnt due to EOS,Customer Failure,Bosch,93350
Ashok Leyland,2023,2023-07-25,QC-2023-027506,Multiple warning lights ON,U0073,10.43,controller failure due to supplier production failure,Production Failure,STM,49966
Kia,2023,2023-10-17,QC-2023-027507,Rough idling,"P0300, U0155, P0615",18.63,Track burnt due to EOS,Customer Failure,Bosch,107696
TATA,2024,2024-07-27,QC-2024-027508,Battery warning light ON,"P0562, P0303, P0620, P0304",17.69,Track burnt due to EOS,Customer Failure,Bosch,57627
Honda,2024,2024-05-12,QC-2024-027509,Engine stalling,P0131,12.95,Sensor short due to moisture,Customer Failure,Valeo,74758
Ashok Leyland,2020,2020-04-20,QC-2020-027510,OBD Light ON,"B3055, P0720",12.91,Connector damage,Customer Failure,Hanon,68722
Hyundai,2021,2021-08-18,QC-2021-027511,OBD Light ON,,12.5,NTF,According to Specification,STM,12574
Toyota,2022,2022-03-12,QC-2022-027512,High fuel consumption,P0171,13.86,NTF,According to Specification,Delphi,41167
Kia,2023,2023-02-20,QC-2023-027513,ABS warning light ON,C0031,13.85,Connector damage,Production Failure,Hanon,97555
Honda,2024,2024-07-08,QC-2024-027514,High fuel consumption,P0171,13.58,NTF,According to Specification,Bosch,29663
Ashok Leyland,2021,2021-07-23,QC-2021-027515,Vehicle not starting,"P0615, P0562",18.38,Track burnt due to EOS,Customer Failure,STM,1000
Toyota,2021,2021-04-04,QC-2021-027516,Brake warning light ON,C0460,13.85,Connector damage,Production Failure,STM,166744
Hyundai,2024,2024-12-19,QC-2024-027517,Multiple warning lights ON,U0103,10.1,controller failure due to supplier production failure,Production Failure,Bosch,19231
Honda,2024,2024-04-18,QC-2024-027518,OBD Light ON,,13.45,NTF,According to Specification,Delphi,19606
Kia,2024,2024-05-21,QC-2024-027519,Vehicle not starting,"U0164, U0103",10.37,controller failure due to supplier production failure,Production Failure,Bosch,33858
Honda,2021,2021-09-16,QC-2021-027520,Multiple warning lights ON,U0001,10.23,controller failure due to supplier production failure,Production Failure,Valeo,38949
Honda,2020,2020-11-01,QC-2020-027521,Vehicle not starting,U0100,10.51,controller failure due to supplier production failure,Production Failure,STM,25067
M&M,2021,2021-11-25,QC-2021-027522,Multiple warning lights ON,P0602,15.62,ASIC CJ327 failure due to EOS,Production Failure,STM,75452
Kia,2023,2023-05-12,QC-2023-027523,ABS warning light ON,U0121,10.96,controller failure due to supplier production failure,Production Failure,STM,22652
Toyota,2023,2023-09-04,QC-2023-027524,Engine overheating,"P0482, P0480",16.68,Track burnt due to EOS,Customer Failure,Delphi,87097
TATA,2022,2022-06-03,QC-2022-027525,Engine jerking during acceleration,U0103,10.05,controller failure due to supplier production failure,Production Failure,STM,23793
Honda,2023,2023-05-12,QC-2023-027526,Vehicle not starting,U0103,10.03,controller failure due to supplier production failure,Production Failure,Bosch,49178
Toyota,2024,2024-07-01,QC-2024-027527,Engine overheating,P0112,12.83,Sensor short due to moisture,Customer Failure,STM,57741
TATA,2023,2023-12-31,QC-2023-027528,Engine overheating,"P0302, P0615, P0480",16.84,Track burnt due to EOS,Customer Failure,Valeo,107383
Kia,2019,2019-05-02,QC-2019-027529,Battery warning light ON,"P0302, U0001",16.78,Track burnt due to EOS,Customer Failure,Valeo,33338
Ashok Leyland,2020,2020-11-18,QC-2020-027530,Multiple warning lights ON,P0605,15.7,ASIC CJ327 failure due to EOS,Production Failure,STM,54558
Hyundai,2020,2020-05-17,QC-2020-027531,Battery warning light ON,"P0562, U0101",16.76,Track burnt due to EOS,Customer Failure,Delphi,36785
TATA,2023,2023-05-06,QC-2023-027532,Engine overheating,"P0480, P0303, P0562, P0302",17.1,Track burnt due to EOS,Customer Failure,Valeo,74838
M&M,2024,2024-02-14,QC-2024-027533,OBD Light ON,"C0460, B3055",13.11,Connector damage,Production Failure,Bosch,58314
Ashok Leyland,2024,2024-03-18,QC-2024-027534,Battery warning light ON,P0562,15.38,ASIC CJ327 failure due to EOS,Customer Failure,Valeo,5000
Toyota,2022,2022-10-24,QC-2022-027535,High fuel consumption,,13.03,NTF,According to Specification,STM,500
Honda,2019,2019-11-16,QC-2019-027536,OBD Light ON,,13.61,NTF,According to Specification,STM,56334
M&M,2021,2021-04-29,QC-2021-027537,Multiple warning lights ON,"U0155, U0100",10.65,controller failure due to supplier production failure,Production Failure,Bosch,33809
Ashok Leyland,2022,2022-08-17,QC-2022-027538,OBD Light ON,,13.12,NTF,According to Specification,STM,25825
TATA,2024,2024-07-03,QC-2024-027539,High fuel consumption,P0072,11.85,Sensor short due to moisture,Customer Failure,Hanon,108859
Toyota,2024,2024-10-12,QC-2024-027540,ABS warning light ON,C0051,13.93,Connector damage,Production Failure,Hanon,77674
Toyota,2021,2021-06-24,QC-2021-027541,Rough idling,,12.5,NTF,According to Specification,STM,30788
Honda,2022,2022-07-28,QC-2022-027542,OBD Light ON,,12.74,NTF,According to Specification,STM,80964
Hyundai,2023,2023-02-25,QC-2023-027543,Low pickup,,12.5,NTF,According to Specification,STM,25414
Hyundai,2024,2024-03-29,QC-2024-027544,ABS warning light ON,C0045,12.85,Connector damage,Production Failure,Valeo,117255
M&M,2024,2024-11-24,QC-2024-027545,Multiple warning lights ON,U0001,9.9,controller failure due to supplier production failure,Production Failure,STM,8424
Toyota,2024,2024-09-29,QC-2024-027546,Starting Problem,,12.55,NTF,According to Specification,Bosch,1577
Hyundai,2023,2023-05-07,QC-2023-027547,Starting Problem,"U0101, U0001, P0303, P0480",19.89,Track burnt due to EOS,Customer Failure,Valeo,61896
Honda,2024,2024-11-23,QC-2024-027548,OBD Light ON,,13.31,NTF,According to Specification,Hanon,70273
M&M,2024,2024-08-28,QC-2024-027549,ABS warning light ON,"B1031, C0550, P0325",13.06,Connector damage,Production Failure,Bosch,84548
Toyota,2019,2019-11-10,QC-2019-027550,OBD Light ON,,13.37,NTF,According to Specification,Hanon,36675
Honda,2024,2024-12-14,QC-2024-027551,Multiple warning lights ON,P0610,15.56,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,73694
Hyundai,2021,2021-08-04,QC-2021-027552,Vehicle not starting,"P0480, P0562, P0301, P0302",19.23,Track burnt due to EOS,Customer Failure,Delphi,34752
Toyota,2021,2021-08-07,QC-2021-027553,Battery warning light ON,"P0606, P0563",15.46,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,46486
Hyundai,2021,2021-09-12,QC-2021-027554,ABS warning light ON,"B1234, C0051",13.78,Connector damage,Customer Failure,Bosch,78770
Kia,2019,2019-10-23,QC-2019-027555,Multiple warning lights ON,U0131,11.19,controller failure due to supplier production failure,Production Failure,STM,21509
M&M,2023,2023-02-06,QC-2023-027556,Multiple warning lights ON,U0073,10.64,controller failure due to supplier production failure,Production Failure,STM,500
Honda,2019,2019-08-16,QC-2019-027557,Battery warning light ON,"P0562, U0001, U0100",17.52,Track burnt due to EOS,Customer Failure,Bosch,159151
Hyundai,2019,2019-03-26,QC-2019-027558,High fuel consumption,,13.06,NTF,According to Specification,STM,77633
Ashok Leyland,2019,2019-04-23,QC-2019-027559,Multiple warning lights ON,U0122,10.48,controller failure due to supplier production failure,Production Failure,Bosch,500
M&M,2021,2021-11-19,QC-2021-027560,Low pickup,,12.5,NTF,According to Specification,Bosch,41219
M&M,2023,2023-09-13,QC-2023-027561,Battery warning light ON,"P0562, U0155, P0301",16.1,Track burnt due to EOS,Customer Failure,Delphi,68471
TATA,2023,2023-03-25,QC-2023-027562,Engine overheating,"P0480, P0481, P0302, P0563",19.82,Track burnt due to EOS,Customer Failure,Hanon,43790
Honda,2024,2024-05-01,QC-2024-027563,High fuel consumption,"P0113, P0112",11.73,Sensor short due to moisture,Customer Failure,Valeo,124799
Kia,2024,2024-10-12,QC-2024-027564,Engine stalling,P0117,13.5,Sensor short due to moisture,Customer Failure,Valeo,140314
Honda,2023,2023-03-18,QC-2023-027565,Starting Problem,"B2960, C0550",13.3,Connector damage,Production Failure,STM,60484
Hyundai,2021,2021-09-26,QC-2021-027566,Battery warning light ON,P0563,15.2,ASIC CJ327 failure due to EOS,Production Failure,STM,58367
Kia,2022,2022-01-19,QC-2022-027567,Starting Problem,,13.38,NTF,According to Specification,Valeo,14016
TATA,2024,2024-06-23,QC-2024-027568,Engine stalling,,14.03,NTF,According to Specification,Bosch,80514
Honda,2023,2023-09-11,QC-2023-027569,Vehicle not starting,"U0073, U0101",10.92,controller failure due to supplier production failure,Production Failure,STM,14164
Toyota,2021,2021-05-25,QC-2021-027570,Vehicle not starting,"P0300, P0482, P1682",17.02,Track burnt due to EOS,Customer Failure,Valeo,64040
Kia,2023,2023-09-08,QC-2023-027571,Vehicle not starting,U0140,10.57,controller failure due to supplier production failure,Production Failure,Bosch,17532
Ashok Leyland,2024,2024-06-01,QC-2024-027572,Multiple warning lights ON,"U0164, U0073",10.07,controller failure due to supplier production failure,Production Failure,STM,42928
Kia,2022,2022-08-16,QC-2022-027573,Multiple warning lights ON,"U0155, U0001, P0562, P0300",17.75,Track burnt due to EOS,Customer Failure,Valeo,33448
TATA,2022,2022-07-19,QC-2022-027574,Multiple warning lights ON,U0001,10.6,controller failure due to supplier production failure,Production Failure,Valeo,11750
